split,group,json_path,image_path,page_id,instance_id,class_id,class_name,visual_instruction,visual_answer,x,y,w,h,width,height
train,press,/workspace/data/train/json/MI3_240725_TY2_0004_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0004_2.jpg,MI3_240725_TY2_0004_2,MI3_240725_TY2_0004_2_V01_1,V01,표,바이러스의 검출 현황 통계 표에 대해 알려주세요,"바이러스의 검출 현황 통계 표는 다양한 바이러스의 검출 현황을 단위별로 보여주는 자료입니다. 이 표에서는 인플루엔자, 코로나19 바이러스 등 여러 종류의 호흡기 바이러스에 대한 비율이 포함되어 있습니다. 최근 통계에 따르면 인플루엔자 바이러스의 검출 비율이 가장 높고, 나머지 바이러스들은 상대적으로 낮은 비율을 보이고 있어 감염병 관리에 중요한 참고자료가 될 수 있습니다.",221.24566419394128,364.95001380473144,2049.7485888820192,372.8426509825649,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0004_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0004_2.jpg,MI3_240725_TY2_0004_2,MI3_240725_TY2_0004_2_V01_2,V01,표,관련 부서와 책임자의 정보 표에 대해 알려주세요,관련 부서와 책임자의 정보 표는 관련 부서와 책임자의 정보를 담고 있는 내용입니다. 이 표는 각 부서의 연락처와 담당자를 정리하여 필요한 정보 접근성을 높이는 역할을 합니다. 이러한 정보 제공은 감염병 관련 정책 및 연구 협력에서 원활한 소통을 가능하게 합니다.,206.77973112719752,1951.71044467425,2067.797311271975,522.3908996897624,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0004_3.json,/workspace/data/train/jpg/MI2_240725_TY2_0004_3.jpg,MI3_240725_TY2_0004_3,MI3_240725_TY2_0004_3_V01_1,V01,표,감염병 표본감시 주간소식지 내 시각요소 제목에 대해 알려주세요,"이 시각요소는 다양한 바이러스의 입원환자 수를 시각적으로 표현한 것입니다. 이 그래프에서는 각 바이러스 유형별로 환자 수를 비교할 수 있는 범례가 포함되어 있습니다. 최근 데이터에 따르면 코로나19와 인플루엔자바이러스의 입원환자 수가 가장 높게 나타나고 있으며, 시간에 따라 변화하는 경향을 보여주고 있습니다.",348.2605731563414,1229.7954188733152,1915.433298862461,862.5452088137876,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0004_3.json,/workspace/data/train/jpg/MI2_240725_TY2_0004_3.jpg,MI3_240725_TY2_0004_3,MI3_240725_TY2_0004_3_V02-4_1,V02-4,차트(꺾은선형),감염병 표본감시 주간소식지 내 차트(꺾은선형)에 대해 알려주세요,이 차트는 다양한 바이러스성 급성호흡기감염증 및 인플루엔자바이러스의 입원환자 신고현황을 꺾은선형으로 나타낸 것입니다. 이 차트에서는 각 연도와 주차별로 기록된 환자 수를 시각적으로 쉽게 비교할 수 있도록 되어 있습니다. 2023년부터 2024년까지의 데이터에서 코로나19 환자의 변동 추세가 두드러진 것을 확인할 수 있습니다.,378.55450128203313,2105.2522219546404,1839.2512926577044,790.8417786970007,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0004_4.json,/workspace/data/train/jpg/MI2_240725_TY2_0004_4.jpg,MI3_240725_TY2_0004_4,MI3_240725_TY2_0004_4_V01_1,V01,표,입원환자 감시 현황 차트(세로 막대형)에 대해 알려주세요,"입원환자 감시 현황 차트(세로 막대형)는 다양한 바이러스에 의해 발생하는 입원 환자의 수를 시각적으로 나타냅니다. 이 차트는 각 바이러스의 발생 건수와 비율을 포함하여, 특정 기간 동안의 변화를 쉽게 파악할 수 있도록 돕습니다. 분석 결과, 최근 몇 주간 코로나19와 인플루엔자 바이러스의 사례가 다소 증가하였음을 알 수 있습니다.",290.21716649431215,986.7383660806621,1955.3381592554285,896.6629669022769,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0004_4.json,/workspace/data/train/jpg/MI2_240725_TY2_0004_4.jpg,MI3_240725_TY2_0004_4,MI3_240725_TY2_0004_4_V02-4_1,V02-4,차트(꺾은선형),아데노바이러스 등 다양한 바이러스 차트(꺾은선형)에 대해 알려주세요,아데노바이러스 등 다양한 바이러스를 나타내는 차트(꺾은선형)는 여러 종류의 바이러스 발생 추이를 시간에 따라 보여줍니다. 각 바이러스별로 특정한 경향성을 확인할 수 있는 범례가 제공됩니다. 이러한 정보를 통해 아데노바이러스 및 기타 호흡기 관련 바이러스의 유행 양상을 종합적으로 분석할 수 있습니다.,353.4183708643747,1904.550155118924,1868.2730093071355,870.6514994829374,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0005_1.json,/workspace/data/train/jpg/MI2_240725_TY2_0005_1.jpg,MI3_240725_TY2_0005_1,MI3_240725_TY2_0005_1_V02-1_1,V02-1,차트(세로 막대형),2024년 외항선 입항검역 건수 차트(세로 막대형)에 대해 알려주세요,"이 차트(세로 막대형)는 최근 4년간 외항선 입항검역 건수를 시각적으로 나타냅니다. 범례는 연도별 외항선 입항검역 건수를 보여주며, 각 바의 높이는 해당 연도의 검역 건수를 나타냅니다. 최근 2023년에는 외항선 입항검역 건수가 증가하여 코로나19 이전 수준으로 회복하는 추세를 보이고 있습니다.",480.2696547718549,1789.3442711135542,1550.028020569193,936.4359841597785,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0005_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0005_2.jpg,MI3_240725_TY2_0005_2,MI3_240725_TY2_0005_2_V02-4_1,V02-4,차트(꺾은선형),최근 4년간 승선검역 대상 선박 수(척) 차트(꺾은선형)에 대해 알려주세요,"최근 4년간 승선검역 대상 선박 수를 나타내는 꺾은선형 차트입니다. 이 차트에서는 각 연도별로 검역 대상 선박의 수치가 표시되어 있습니다. 데이터에 따르면, 2020년에 비해 2023년에는 검역 대상 선박 수가 반등하여 증가한 추세를 보이고 있습니다.",414.0762873454119,844.8953344633462,1639.3990055389477,709.1331110892037,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0008_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0008_2.jpg,MI3_240725_TY2_0008_2,MI3_240725_TY2_0008_2_V01_1,V01,표,건강위해대응관 차트(세로 막대형)에 대해 알려주세요,"건강위해대응관 차트(세로 막대형)는 해당 부서의 책임자와 담당자 정보를 시각적으로 표현합니다. 이 차트는 각 담당 부서의 역할과 책임을 구분하기 위해 사용됩니다. 본문 내용에 따르면, 건강위해 대응을 위한 체계적인 관리가 필요하다는 추세를 보여줍니다.",219.64072473828114,1953.6882945417954,2029.6367355611908,338.1328157980457,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0009_1.json,/workspace/data/train/jpg/MI2_240725_TY2_0009_1.jpg,MI3_240725_TY2_0009_1,MI3_240725_TY2_0009_1_V01_1,V01,표,국립줄기세포재생센터 제조시설 활용절차와 표에 대해 알려주세요,"표는 특정 데이터를 체계적으로 정리하여 시각적으로 표현하는 방법입니다. 이 표의 범례에는 제조시설의 역할, 제조공정, 품질관리 및 보관관리 등의 주요 내용이 포함되어 있습니다. 본문과 표를 통해 줄기세포 치료제 제조 과정에서의 주요 단계와 관련된 정보가 명확하게 제시되고 있습니다.",224.91830403309197,2198.5776558399994,2035.147880041364,975.6726026915417,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0009_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0009_2.jpg,MI3_240725_TY2_0009_2,MI3_240725_TY2_0009_2_V01_1,V01,표,국립줄기세포재생센터 제조시설 활용 절차 표에 대해 알려주세요,"국립줄기세포재생센터 제조시설 활용 절차를 나타낸 표입니다. 이 표는 제조시설 활용의 단계별 절차를 설명하며, 사전상담, 활용신청, 선정심의 등 여러 단계를 포함하고 있습니다. 전체적으로 보면 효율적인 제조시설 이용을 위한 체계적 접근이 강조되고 있습니다.",227.97949880296372,1395.322676909441,2015.5035571106798,1180.6379356332347,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0009_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0009_2.jpg,MI3_240725_TY2_0009_2,MI3_240725_TY2_0009_2_V01_2,V01,표,만성질환웅복합연구부 책임자 과장 담당 부서 난치성질환연구과 표에 대해 알려주세요,만성질환웅복합연구부 책임자 및 관련 부서를 나타낸 표입니다. 이 표는 각 담당자의 직위와 소속 부서를 명시하며 조직 구조를 보여줍니다. 이를 통해 연구 및 관리 체계가 어떻게 구성되어 있는지를 알 수 있습니다.,223.1740193509088,2991.403504696063,2037.2698445977535,191.65762774291395,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0010_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0010_2.jpg,MI3_240725_TY2_0010_2,MI3_240725_TY2_0010_2_V01_1,V01,표,연계 내용 소관기관과 관련된 시각요소 차트에 대해 알려주세요,"이 차트는 여러 기관 간의 데이터 연계 내용을 시각적으로 나타냅니다. 이 차트의 범례는 각 기관 및 시스템의 정보를 제공하며, 어떤 정보가 어떤 기관에 의해 관리되는지를 보여줍니다. 본문을 바탕으로 볼 때, 각 기관들이 협력하여 다양한 정보를 실시간으로 공유하고 있다는 추세를 확인할 수 있습니다.",217.15965247858918,453.41496598639515,2045.6266557732465,2729.8719224676147,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0010_3.json,/workspace/data/train/jpg/MI2_240725_TY2_0010_3.jpg,MI3_240725_TY2_0010_3,MI3_240725_TY2_0010_3_V01_1,V01,표,붙임 2 방역통합정보시스템 구축 관련 법령 개정 추진사항에 대해 알려주세요,"법령 개정과 관련된 내용을 담고 있는 시각 요소입니다. 이 자료는 각 법령의 개정 내용을 이해하는 데 도움을 주기 위해 구성되어 있습니다. 전반적으로 감염병 대응을 위한 법령들이 체계적으로 정비되고 있으며, 여러 시스템 간의 연계가 강화되는 추세를 보이고 있습니다.",219.54829931972807,715.9183673469385,2061.7141366135493,1665.6053303513193,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0010_3.json,/workspace/data/train/jpg/MI2_240725_TY2_0010_3.jpg,MI3_240725_TY2_0010_3,MI3_240725_TY2_0010_3_V01_2,V01,표,검역법 개정 추진에 대해 알려주세요,"이 자료는 검역법의 개정 내용과 그 진행 상황을 나타내는 시각 요소입니다. 검역법은 감염병 예방 및 관리와 관련된 규정을 포함하고 있으며, 이 범례에서는 주요 조항들이 어떻게 수정되고 있는지를 설명합니다. 현재 검역조치와 정보 시스템 간의 연계가 더욱 명확해지고, 관련 절차가 효율적으로 개선되고 있다는 점에서 긍정적인 변화가 일어나고 있습니다.",229.09387755102023,2554.0997283123775,2047.526530612244,638.2386386133404,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0011_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0011_2.jpg,MI3_240725_TY2_0011_2,MI3_240725_TY2_0011_2_V02-8_1,V02-8,차트(혼합형),중화항체 분석 결과 차트(혼합형)에 대해 알려주세요,"중화항체 분석 결과 차트(혼합형)는 BA.1 접종자의 중화항체가에 대한 다양한 수치를 시각적으로 표현합니다. 이 차트는 각 변이주에 대한 중화항체가의 비율을 나타내며, 이를 통해 백신의 효과를 비교할 수 있습니다. 본문에서 언급된 BA.1 접종 후의 중화항체가는 다른 변이주 대비 상대적으로 높은 수치로 나타났습니다.",332.02725212667747,486.9407987553444,878.5119073439893,782.3827478189849,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0011_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0011_2.jpg,MI3_240725_TY2_0011_2,MI3_240725_TY2_0011_2_V01_1,V01,표,담당 부서에 대한 표에 대해 알려주세요,담당 부서에 대한 표는 연구와 관련된 주요 인력 및 조직의 역할을 명시합니다. 이 표는 각 부서와 그 책임자의 정보를 상세히 나열하여 협업의 중요성을 강조합니다. 이를 통해 백신 연구 및 임상 연구의 진행 상황과 관계자들의 역할 분담을 이해할 수 있습니다.,234.46362685516482,2619.8563488726863,2025.0728676531812,493.42404265637424,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0011_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0011_2.jpg,MI3_240725_TY2_0011_2,MI3_240725_TY2_0011_2_V02-8_2,V02-8,차트(혼합형),중화항체 분석 결과 차트(혼합형)에 대해 알려주세요,"중화항체 분석 결과 차트(혼합형)는 BA.4/5 접종자와 관련된 데이터를 시각적으로 제공합니다. 이 차트는 각 변이주에 대한 항체 반응을 비교하며, 그 범례는 다양한 접종군의 면역 반응 강도를 보여줍니다. 본문 내용으로 미루어 보아, BA.4/5 접종 후에도 특정 변이주에 대한 항체가가 감소하는 경향이 observed되었습니다.",1255.0250259831005,489.38509401418577,874.7848723022612,779.5183931674815,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0012_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0012_2.jpg,MI3_240725_TY2_0012_2,MI3_240725_TY2_0012_2_V02-4_1,V02-4,차트(꺾은선형),알레르기질환 의사진단경험률 차트(꺾은선형)에 대해 알려주세요,"알레르기질환 의사진단경험률 차트(꺾은선형)는 2001년부터 2022년까지의 알레르기질환 진단 경험률을 시각적으로 나타냅니다. 이 차트의 범례는 각 질병에 대한 의사 진단 경험 비율을 보여줍니다. 본문에서 제공된 데이터에 따르면, 아토피 피부염과 알레르기 비염의 진단 경험률이 증가하는 추세를 보이고 있습니다.",254.99612996848856,2015.0131287352738,1990.7136474568433,1065.2331906987151,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0012_3.json,/workspace/data/train/jpg/MI2_240725_TY2_0012_3.jpg,MI3_240725_TY2_0012_3,MI3_240725_TY2_0012_3_V01_1,V01,표,구분 운영조건에 대해 알려주세요,"운영조건 시각요소는 다양한 조건을 기반으로 시설과 인력의 요구 사항을 설명합니다. 이 요소는 의료기관 설치 여부, 시설 구비 요건 및 인력 기준에 대한 내용을 포함하고 있습니다. 본문에서 제시된 내용에 따르면, 독립적인 시설과 장비가 필요하며, 관련 분야의 전문가를 영입해야 한다는 점에서 알레르기 질환 관리의 중요성이 강조됩니다.",291.21927499246317,1195.596596382375,1888.7646634198647,997.7696267794128,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0013_1.json,/workspace/data/train/jpg/MI2_240725_TY2_0013_1.jpg,MI3_240725_TY2_0013_1,MI3_240725_TY2_0013_1_V02-4_1,V02-4,차트(꺾은선형),T01 T02 T03 차트(꺾은선형)에 대해 알려주세요,"차트(꺾은선형)은 시간에 따른 데이터의 변화를 시각적으로 나타내는 도구입니다. 이 차트는 데이터 포인트를 선으로 연결하여 특정 시점의 값을 쉽게 비교할 수 있도록 합니다. 본문에서 제공된 데이터를 바탕으로 볼 때, 최근 몇 개월 동안의 입원 환자 수는 증가세를 보이다가 정점을 찍은 후 완만한 감소세로 전환되었습니다.",249.8265522493093,302.6884926619986,1967.9897837602857,688.6497996125304,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0013_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0013_2.jpg,MI3_240725_TY2_0013_2,MI3_240725_TY2_0013_2_V01_1,V01,표,마이코플라스마 폐렴 주요 항생제 요양급여 적용기준 개정 차트에 대해 알려주세요,"이 차트는 마이코플라스마 폐렴의 주요 항생제에 대한 요양급여 적용 기준을 시각적으로 나타냅니다. 이 차트의 범례는 각 항생제의 적응증과 치료 지침을 설명합니다. 본문과 함께 보면, 특정 항생제가 요양급여에 포함되는 추세가 지속적으로 증가하고 있음을 알 수 있습니다.",239.18167780136397,860.4369029838591,2015.469241251377,549.9996726029523,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0013_3.json,/workspace/data/train/jpg/MI2_240725_TY2_0013_3.jpg,MI3_240725_TY2_0013_3,MI3_240725_TY2_0013_3_V01_1,V01,표,교육 일정표 에 대해 알려주세요,"교육 일정표 V01은 특정한 시간에 진행될 교육의 내용을 정리한 것입니다. 이 표는 각 발표자의 발표 시간과 주제를 명시하고 있습니다. 본문에서 제시된 내용과 함께, 교육 세션이 잘 계획되어 있으며, 질의응답 시간이 포함되어 있어 참여자들의 질문을 수용할 수 있는 구조로 되어 있습니다.",198.21143258287483,2200.6831318506797,2003.7320720020543,711.6475240582304,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0014_1.json,/workspace/data/train/jpg/MI2_240725_TY2_0014_1.jpg,MI3_240725_TY2_0014_1,MI3_240725_TY2_0014_1_V02-1_1,V02-1,차트(세로 막대형),한센병 내·외국인별 신환자 발생현황 차트(세로 막대형)에 대해 알려주세요,이 차트는 2014년부터 2023년까지의 외국인 및 내국인 한센병 신환자 발생 현황을 세로 막대형으로 나타냅니다. 범례에는 각각의 연도에 따른 환자의 수가 표시되어 있습니다. 이 차트를 통해 외국인과 내국인의 한센병 신환자 수의 변화를 시각적으로 비교할 수 있습니다.,275.5576823301302,424.61065997115975,1905.5185508835737,820.218626074733,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0014_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0014_2.jpg,MI3_240725_TY2_0014_2,MI3_240725_TY2_0014_2_V01_1,V01,표,구분 내용 만성 감염병에 대해 알려주세요,"만성 감염병은 나균에 의해 발병하는 질환으로, 주로 피부와 말초신경에 영향을 미칩니다. 이 시각요소의 범례는 나균이 전파되는 경로와 잠복기에 대한 정보를 포함합니다. 본문과 시각요소를 기반으로 볼 때, 한센병은 오랜 잠복기를 가진 후 다양한 증상을 나타내며, 조기 진단과 치료가 중요합니다.",258.74129014345556,627.7670599934117,1977.178265139732,2035.4759492240903,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0014_3.json,/workspace/data/train/jpg/MI2_240725_TY2_0014_3.jpg,MI3_240725_TY2_0014_3,MI3_240725_TY2_0014_3_V01_1,V01,표,성별 신환자 발생 현황 표에 대해 알려주세요,"성별 신환자 발생 현황 표는 2014년부터 2023년까지의 국내 한센병 환자의 성별 분포를 나타냅니다. 이 표는 남성과 여성의 환자 수를 연도별로 구분하여 보여줍니다. 최근 몇 년간 남성 환자가 더 많은 경향을 보이고 있으며, 전체적인 환자 수는 다소 감소하는 추세입니다.",139.35890410958905,625.1479903657986,2167.2712328767116,1056.7698178533785,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0014_3.json,/workspace/data/train/jpg/MI2_240725_TY2_0014_3.jpg,MI3_240725_TY2_0014_3,MI3_240725_TY2_0014_3_V01_4,V01,표,지역별 신환자 발생 현황 표에 대해 알려주세요,"지역별 신환자 발생 현황 표는 세계 각 지역에서 보고된 한센병 환자의 수와 비율을 나타냅니다. 이 표에는 아프리카, 미주, 유럽 등 여러 지역의 데이터가 포함되어 있습니다. 특히 동남아시아 지역에서 높은 비율의 환자가 발견되며, 전 세계적으로 총 환자 수가 증가하는 경향이 있습니다.",110.5260273972602,1913.0956947162447,2258.5753424657532,811.4527321993073,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0015_2.json,/workspace/data/train/jpg/MI2_240725_TY2_0015_2.jpg,MI3_240725_TY2_0015_2,MI3_240725_TY2_0015_2_V01_1,V01,표,국민건강영양조사 개요에 대해 알려주세요,"이 시각요소는 국민건강영양조사의 분석 결과를 담고 있는 차트입니다. 이 차트의 범례는 각 담당 부서와 책임자의 정보를 제공합니다. 본문과 이 차트를 기반으로, 여러 기관 간 협력을 통해 국민의 건강 관리에 대한 정보가 더욱 효과적으로 공유될 것으로 보입니다.",172.9972602739729,2062.303191329219,2114.4109589041113,1061.2584525064005,2480,3508
train,press,/workspace/data/train/json/MI3_240725_TY2_0015_3.json,/workspace/data/train/jpg/MI2_240725_TY2_0015_3.jpg,MI3_240725_TY2_0015_3,MI3_240725_TY2_0015_3_V01_1,V01,표,국민건강영양조사 본문 비율에 대해 알려주세요,"이 비율은 국민건강영양조사의 다양한 조사 영역을 보여주는 표입니다. 각 항목은 비만, 고혈압, 당뇨병 등 건강 관련 질환과 그 검진 방법 및 관련된 건강행태를 포함하고 있습니다. 이 표는 건강행태와 질병 간의 관계를 나타내며, 국민의 건강 상태가 어떻게 변화하고 있는지를 시각적으로 전달합니다.",197.0246575342464,2518.071232876711,2104.799999999998,648.7529278940235,2480,3508
