split,group,json_path,image_path,page_id,instance_id,class_id,class_name,visual_instruction,visual_answer,x,y,w,h,width,height
train,report,/workspace/data/train/json/MI3_240819_TY1_0012_5.json,/workspace/data/train/jpg/MI2_240819_TY1_0012_5.jpg,MI3_240819_TY1_0012_5,MI3_240819_TY1_0012_5_V02-1_1,V02-1,차트(세로 막대형),아파트 입주물량 세로 막대형에 대해 알려주세요,"아파트 입주물량 세로 막대형은 특정 기간 동안 아파트의 공급 상황을 시각적으로 나타냅니다. 이 차트는 각 연도별 아파트 입주 물량을 표시하며, 그래프를 통해 각각의 변화를 한눈에 파악할 수 있습니다. 최근 통계에 따르면, 아파트 분양 실적이 감소하고 있으며 이는 가계부채 관리 강화 등의 영향으로 나타나고 있습니다.",1258.8353942714627,1668.4953886693017,828.344894753434,639.2858601765206,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0012_6.json,/workspace/data/train/jpg/MI2_240819_TY1_0012_6.jpg,MI3_240819_TY1_0012_6,MI3_240819_TY1_0012_6_V02-8_1,V02-8,차트(혼합형),상업용 부동산 공실률 및 입주물량 (%) 차트(혼합형)에 대해 알려주세요,"이 차트는 상업용 부동산의 공실률과 입주물량을 비교하는 혼합형 그래프입니다. 이 그래프는 비주거용 착공면적과 증가율을 동시에 시각화하여 보여줍니다. 최근 데이터를 바탕으로 보면, 비주거용 건축의 착공면적은 감소세를 보이고 있으며, 이는 전체적인 시장의 수요 둔화를 반영합니다.",388.2371541501976,406.7246376811594,822.6930171277996,651.683794466403,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0012_6.json,/workspace/data/train/jpg/MI2_240819_TY1_0012_6.jpg,MI3_240819_TY1_0012_6,MI3_240819_TY1_0012_6_V02-8_2,V02-8,차트(혼합형),비주거용 건물 착공면적 차트(혼합형)에 대해 알려주세요,"이 차트는 오피스와 중대형 상가의 공실률과 오피스텔 입주량을 나타내는 혼합형 그래프입니다. 해당 그래프에서는 각각의 공실률과 입주량 간의 관계를 시각적으로 표현하고 있습니다. 최근 데이터에 따르면, 오피스와 중대형 상가의 공실률이 상승하고 있어 시장 상황이 악화되고 있음을 보여줍니다.",1224.0619447470483,414.5007010883009,864.8048584439107,643.9077310592611,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0012_6.json,/workspace/data/train/jpg/MI2_240819_TY1_0012_6.jpg,MI3_240819_TY1_0012_6,MI3_240819_TY1_0012_6_V02-4_1,V02-4,차트(꺾은선형),일반토목 및 플랜트 건설 차트(꺾은선형)에 대해 알려주세요,"이 꺾은선형 그래프는 일반토목과 플랜트 건설의 전년 동기 대비 변화를 보여주는 자료입니다. 각 라인은 시간에 따른 두 분야의 변화 추이를 명확히 비교할 수 있도록 돕습니다. 현재 데이터로 볼 때, 일반토목 부문은 하락세를 보이는 반면, 플랜트 건설은 상대적으로 안정적인 흐름을 유지하고 있습니다.",1257.1488801053988,1557.5704874835287,821.0065029617359,684.3330582093104,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0012_7.json,/workspace/data/train/jpg/MI2_240819_TY1_0012_7.jpg,MI3_240819_TY1_0012_7,MI3_240819_TY1_0012_7_V02-4_1,V02-4,차트(꺾은선형),상품수출에 대한 세계 교역신장률과 성장률 꺾은선형 차트에 대해 알려주세요,"이 꺾은선형 차트는 상품 수출 및 세계 교역 신장률과 성장률을 전년 동기 대비 비교하여 나타냅니다. 이 차트의 범례에는 각 연도별 성장률이 포함되어 있습니다. 최근 몇 년 동안 상품 수출 전망이 긍정적으로 변화하고 있는 경향을 보이며, 세계 교역 신장률도 함께 증가세를 보이고 있습니다.",383.61528326745685,2093.7075098814203,841.8705726763865,672.2414940502401,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0012_7.json,/workspace/data/train/jpg/MI2_240819_TY1_0012_7.jpg,MI3_240819_TY1_0012_7,MI3_240819_TY1_0012_7_V02-4_2,V02-4,차트(꺾은선형),상품수출에 대한 세세계와 선진국 및 신흥국의 꺾은선형 차트에 대해 알려주세요,"이 꺾은선형 차트는 상품 수출 지표를 세세계, 선진국, 신흥국으로 나누어 보여줍니다. 각 카테고리별로 2010년 기준의 상대적인 변화를 나타내며, 과거 몇 년 간의 추세가 포함되어 있습니다. 분석 결과, 신흥국에서의 수출 증가세가 두드러지며 선진국도 경기 회복세를 이어가고 있음을 확인할 수 있습니다.",1234.0395256916968,2094.0525458902307,835.0420829725907,671.8964580414244,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0012_9.json,/workspace/data/train/jpg/MI2_240819_TY1_0012_9.jpg,MI3_240819_TY1_0012_9,MI3_240819_TY1_0012_9_V02-4_1,V02-4,차트(꺾은선형),글로벌 반도체 수급 전망 꺾은선형에 대해 알려주세요,글로벌 반도체 수급 전망 꺾은선형은 반도체의 공급과 수요를 시각적으로 나타낸 데이터입니다. 이 꺾은선형의 범례는 DRAM과 NAND 플래시의 공급과 수요 우위를 비교하는 데 사용됩니다. 본문에서는 이러한 반도체 시장의 추세가 향후 몇 년간 어떻게 변화할 것인지에 대한 예측을 담고 있습니다.,367.3293172740028,2178.5876999368106,844.1158573754367,723.2907070010152,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0012_9.json,/workspace/data/train/jpg/MI2_240819_TY1_0012_9.jpg,MI3_240819_TY1_0012_9,MI3_240819_TY1_0012_9_V02-8_1,V02-8,차트(혼합형),선박 수주잔고 및 수출금액 혼합형에 대해 알려주세요,"선박 수주잔고 및 수출금액 혼합형은 선박 산업의 성과와 잔고를 종합적으로 보여주는 차트입니다. 이 혼합형의 범례는 상선과 해양플랜트 부문의 데이터를 포함하고 있습니다. 본문에서는 이러한 선박 산업이 현재 어떤 상태이며, 향후 시장 전망에 대해 간략히 설명하고 있습니다.",1261.0369118089716,2193.1871517642003,818.5861496165052,762.3898598444492,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_1.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_1.jpg,MI3_240819_TY1_0014_1,MI3_240819_TY1_0014_1_V02-4_1,V02-4,차트(꺾은선형),미국 원유재고와 국제유가에 대해 알려주세요,"이 차트는 미국 원유 재고와 국제 유가의 변화를 나타내고 있습니다. 차트의 범례는 다양한 종류의 유가를 포함하여 각각의 가격을 비교합니다. 본문 내용에 따르면, 원유 재고 변화에 따라 국제 유가는 지속적인 상승세를 보이고 있습니다.",353.70946475747985,425.2121212121205,837.1005574714408,674.7897076641806,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_1.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_1.jpg,MI3_240819_TY1_0014_1,MI3_240819_TY1_0014_1_V02-4_2,V02-4,차트(꺾은선형),미국 원유재고와 국제유가에 대해 알려주세요,"이 차트는 5년 평균과 함께 미국 원유 재고 변화를 시각화한 것입니다. 범례에는 시간별로 표시된 재고량과 평균치가 포함되어 있습니다. 최근 수치들은 과거 5년 평균을 하회하고 있으며, 이는 현재 경제 상황을 반영합니다.",1236.4868033609052,425.212121212121,780.005441360444,701.9790052652022,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_1.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_1.jpg,MI3_240819_TY1_0014_1,MI3_240819_TY1_0014_1_V02-4_3,V02-4,차트(꺾은선형),미국 장기금리 및 달러화지수에 대해 알려주세요,"이 차트는 미국 10년 만기 국채 수익률과 달러화 지수를 보여줍니다. 범례에서는 두 가지 데이터를 통해 경제 상황을 이해할 수 있도록 돕습니다. 최근 장기금리는 완만한 상승세를 보이며, 이에 따라 달러화 지수도 안정적인 흐름을 유지하고 있습니다.",376.81881917118193,2407.9947299077703,844.1697060233882,658.4768173467531,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_1.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_1.jpg,MI3_240819_TY1_0014_1,MI3_240819_TY1_0014_1_V02-4_4,V02-4,차트(꺾은선형),글로벌 주가 및 VIX지수에 대해 알려주세요,"이 차트는 글로벌 주식 시장의 동향과 VIX지수를 나타냅니다. 범례에는 주요 글로벌 주가지수와 VIX 지수가 포함되어 있어 투자자들에게 중요한 정보를 제공합니다. 최근 자료에 따르면, 글로벌 주가는 긍정적인 추세를 보이고 있으며, VIX 지수는 상대적으로 낮은 수준으로 안정성을 나타내고 있습니다.",1252.5270092226574,2407.9947299077694,847.4315958436891,661.7387071670548,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_2.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_2.jpg,MI3_240819_TY1_0014_2,MI3_240819_TY1_0014_2_V02-8_1,V02-8,차트(혼합형),소매판매 및 서비스업생산 혼합형에 대해 알려주세요,"소매판매 및 서비스업생산 혼합형은 관련 데이터의 시각적 표현을 통해 경제 상황을 분석하는 데 유용합니다. 이 혼합형의 범례는 민간소비와 서비스업 생산지수를 포함하여, 다양한 경제 지표를 비교할 수 있도록 돕습니다. 본문에서는 민간소비가 완만하게 증가하고 있으며, 서비스업 생산지수와 소매판매액이 개선되고 있는 추세를 보여줍니다.",378.9934123847167,1529.839262187088,845.8023715415019,688.658761528327,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_2.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_2.jpg,MI3_240819_TY1_0014_2,MI3_240819_TY1_0014_2_V02-8_2,V02-8,차트(혼합형),출국자수와 일반여행 지급 혼합형에 대해 알려주세요,출국자수와 일반여행 지급 혼합형은 관광 산업과 해외 소비 동향을 시각적으로 나타냅니다. 이 혼합형의 범례는 출국자 수와 일반여행 지급을 비교하여 외환 수입을 이해하는 데 도움이 됩니다. 본문에서는 외부 소비 증가와 함께 출국자 수가 지속적으로 증가하는 추세를 보여주고 있습니다.,1238.6613965744382,1536.8814864150595,873.5335968379438,673.621638085489,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_3.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_3.jpg,MI3_240819_TY1_0014_3,MI3_240819_TY1_0014_3_V02-8_1,V02-8,차트(혼합형),수출물량지수 차트(혼합형)에 대해 알려주세요,"수출물량지수 차트(혼합형)는 수출 금액과 물량의 변화를 시각적으로 보여주는 그래프입니다. 이 차트에서는 전년 동기 대비 수출 물량, 단가, 그리고 총 수출 금액을 비교하여 나타내고 있습니다. 최근 자료를 기반으로 보면 수출 물량은 감소세를 보였으나, 특정 시점에서 증가세로 돌아서는 경향이 관찰됩니다.",378.04073739782365,2412.6166007905044,847.4888857075637,744.1212121212079,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_3.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_3.jpg,MI3_240819_TY1_0014_3,MI3_240819_TY1_0014_3_V02-8_2,V02-8,차트(혼합형),수입물량지수 차트(혼합형)에 대해 알려주세요,"수입물량지수 차트(혼합형)는 수입 금액 및 물량의 변화를 시각적으로 표현하는 그래프입니다. 이 차트에서는 전년 동기 대비 수입 물량, 단가 및 총 수입 금액을 비교하여 나타내고 있습니다. 최근 데이터에 따르면, 수입 물량은 증가 추세를 보이며 원자재와 소비재 모두 안정적인 상승세를 유지하고 있습니다.",1228.4649798220655,2421.8603425559927,851.1580816034125,730.2555994729897,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_4.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_4.jpg,MI3_240819_TY1_0014_4,MI3_240819_TY1_0014_4_V02-8_1,V02-8,차트(혼합형),총 취업자수 혼합형에 대해 알려주세요,"총 취업자수 혼합형은 다양한 데이터 포인트를 결합하여 시각적으로 표현하는 그래프입니다. 이 그래프는 고용 수치의 변화를 명확하게 나타내기 위해 좌측과 우측 축을 사용하여 두 가지 서로 다른 데이터를 비교할 수 있도록 설계되었습니다. 본문 내용과 시각적 자료를 바탕으로 볼 때, 최근 몇 년간 취업자수가 지속적으로 증가하고 있으며, 특히 상용근로자가 꾸준히 늘어난 것으로 보입니다.",392.8590250329376,1780.7802709175128,832.751371044374,636.1855163000677,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_4.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_4.jpg,MI3_240819_TY1_0014_4,MI3_240819_TY1_0014_4_V02-4_1,V02-4,차트(꺾은선형),종사상 지위별 취업자수 꺾은선형에 대해 알려주세요,"종사상 지위별 취업자수 꺾은선형은 시간에 따른 고용 구조의 변화를 시각적으로 보여주는 차트입니다. 이 차트는 상용근로자와 임시일용근로자의 수치를 각각 다른 선으로 표시하여 두 집단 간의 변화를 쉽게 비교할 수 있습니다. 분석 결과, 상용근로자는 점진적으로 증가하는 반면 임시일용근로자는 감소세를 보이고 있어 고용 형태의 변화가 감지됩니다.",1266.665306326552,1786.7621228626926,813.4458341463945,632.6509420240949,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_5.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_5.jpg,MI3_240819_TY1_0014_5,MI3_240819_TY1_0014_5_V01_1,V01,표,주택가격에 대한 표에 대해 알려주세요,"이 표는 주택가격의 변화 추이를 연도별로 보여줍니다. 각 연도 및 월별 전국과 서울, 경기·인천, 비수도권의 아파트 매매 가격 변동률을 나타냅니다. 최근 몇 개월 동안 서울은 상승세를 보였으나, 비수도권은 하락세를 지속하고 있는 것으로 보입니다.",516.7508336086696,1280.2582345191026,1545.5022853518242,330.2230487274453,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_5.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_5.jpg,MI3_240819_TY1_0014_5,MI3_240819_TY1_0014_5_V02-8_1,V02-8,차트(혼합형),아파트매매가격 및 거래량에 대한 차트(혼합형)에 대해 알려주세요,"이 차트는 아파트 매매거래량과 매매가격 간의 관계를 시각적으로 보여줍니다. 거래량이 증가함에 따라 매매가격이 어떻게 변화하는지를 파악할 수 있습니다. 최근 데이터에서는 매매거래량이 증가하고 있지만, 가격은 일정한 변동폭을 유지하고 있어 안정세를 띄고 있습니다.",388.2371541501976,2052.1106719367585,831.9367588932807,647.061923583663,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_5.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_5.jpg,MI3_240819_TY1_0014_5,MI3_240819_TY1_0014_5_V02-8_2,V02-8,차트(혼합형),아파트전세가격 및 거래량에 대한 차트(혼합형)에 대해 알려주세요,이 차트는 아파트 전세거래량과 전세가격의 변화를 동시에 보여줍니다. 전세거래량과 전세가격 간의 상관관계를 시각적으로 분석할 수 있게 해줍니다. 현재 데이터에서는 전세가격이 소폭 하락하면서 거래량에도 약간의 영향을 미치는 모습을 볼 수 있습니다.,1230.1077268265828,2060.3193056758005,841.5255366675706,640.5784698886812,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_6.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_6.jpg,MI3_240819_TY1_0014_6,MI3_240819_TY1_0014_6_V02-8_1,V02-8,차트(혼합형),제목 소비자물가 상승률 근원인플레이션 혼합형에 대해 알려주세요,"혼합형은 여러 종류의 데이터 시각화를 결합하여 정보를 전달하는 방식입니다. 이 차트는 소비자물가 및 근원인플레이션의 변동을 보여주는 범례를 포함하고 있습니다. 본문 내용을 바탕으로 볼 때, 최근 물가 상승률은 다소 둔화된 모습을 보이며, 특정 시점에서 급등락이 관찰됩니다.",406.7246376811593,2052.1106719367585,823.7803137345666,679.415019762846,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_6.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_6.jpg,MI3_240819_TY1_0014_6,MI3_240819_TY1_0014_6_V02-4_1,V02-4,차트(꺾은선형),제목 소비자물가 상승률 근원인플레이션 꺾은선형에 대해 알려주세요,"꺾은선형은 시간에 따른 변화를 시각적으로 표현하는 데 유용한 방식입니다. 이 차트는 전년 동월 대비 물가 변동 추세를 나타내며, 주로 식료품과 에너지를 제외한 가격 지수를 중심으로 구성됩니다. 전체적으로 최근 몇 년간 물가는 안정세를 유지하고 있으나 일부 구간에서는 명확한 상승세를 보이는 경향이 있습니다.",1247.9051383399187,2058.0925238819373,846.3442992369227,671.8005022995508,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_7.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_7.jpg,MI3_240819_TY1_0014_7,MI3_240819_TY1_0014_7_V01_1,V01,표,2017e) 2018. 2019e) 차트(세로 막대형)에 대해 알려주세요,"이 차트는 2017년부터 2019년까지의 세계경제 성장률 전망을 나타냅니다. 이 차트에서는 IMF, OECD, World Bank 등의 기관에서 제공한 데이터가 사용됩니다. 최근 몇 년간 성장률이 일정하게 유지되고 있으며, 선진국과 신흥국 모두 긍정적인 성장을 보일 것으로 예상됩니다.",377.7445698341003,1936.5638998682455,865.5386976230776,695.4821499485757,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_7.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_7.jpg,MI3_240819_TY1_0014_7,MI3_240819_TY1_0014_7_V02-4_1,V02-4,차트(꺾은선형),글로벌PMI 및 OECD 경기선행지수 차트(꺾은선형)에 대해 알려주세요,"이 꺾은선형 차트는 글로벌 PMI와 OECD 경기선행지수의 변화를 시각적으로 표현합니다. 이 지수들은 경제 활동의 선행 지표로 사용되며, 각각의 기준 값에 대한 비교를 통해 경제 상황을 평가할 수 있습니다. 전반적으로 두 지수가 상승세를 보여 향후 경제 회복 가능성이 있음을 시사합니다.",1252.5270092226572,1970.088506842038,872.5809218510516,745.6662222355465,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_8.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_8.jpg,MI3_240819_TY1_0014_8,MI3_240819_TY1_0014_8_V02-1_1,V02-1,차트(세로 막대형),주요국 물가상승률 전망 차트(세로 막대형)에 대해 알려주세요,"주요국 물가상승률을 나타내는 세로 막대형 차트입니다. 이 차트는 전년 대비 물가상승률을 표시하며, 각 국가의 예측된 수치를 시각적으로 비교할 수 있습니다. 본문에서는 소비자물가 기준 자료를 바탕으로 세계 경제와 주요국의 물가 전망에 대한 정보가 제공되고 있습니다.",368.0631564531734,415.96837944664003,865.9763692385258,789.387245961724,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_8.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_8.jpg,MI3_240819_TY1_0014_8,MI3_240819_TY1_0014_8_V02-1_2,V02-1,차트(세로 막대형),주요국 GDP갭 전망 차트(세로 막대형)에 대해 알려주세요,"주요국의 잠재 GDP 대비 실제 GDP 갭을 보여주는 세로 막대형 차트입니다. 이 차트는 선진국과 신흥국의 경제 성장을 비교할 수 있는 데이터를 제공합니다. 본문에서는 OECD 자료를 기반으로 각국의 경제 성장률에 대한 분석이 포함되어 있어, 앞으로의 경제 흐름을 예측하는 데 도움이 됩니다.",1243.283267457176,423.0106036746115,792.103766870678,643.470059443814,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_8.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_8.jpg,MI3_240819_TY1_0014_8,MI3_240819_TY1_0014_8_V02-4_1,V02-4,차트(꺾은선형),세계교역신장률 전망 차트(꺾은선형)에 대해 알려주세요,세계교역 신장률을 보여주는 꺾은선형 차트입니다. 이 차트는 전세계 및 선진국과 신흥국 간 교역량 변화를 시간에 따라 시각적으로 표현합니다. 본문에서는 보호무역기조와 중국의 소비 중심 성장 구조 전환 등의 제약 요인들이 교역량 변화에 미치는 영향을 분석하고 있습니다.,374.3715415019754,2423.546856722056,820.2726637825663,665.1117354991777,2480,3508
train,report,/workspace/data/train/json/MI3_240819_TY1_0014_8.json,/workspace/data/train/jpg/MI2_240819_TY1_0014_8.jpg,MI3_240819_TY1_0014_8,MI3_240819_TY1_0014_8_V01_1,V01,표,주요기관별 전망 차트(표)에 대해 알려주세요,"IMF, OECD, 월드뱅크 등 주요 기관들의 GDP 성장률 전망을 나열한 표입니다. 이 표는 다양한 기관들의 예측치를 쉽게 비교할 수 있도록 구성되어 있습니다. 본문에서는 각 기관에서 발표한 데이터들을 통해 향후 경제 성장에 대한 다각적인 시각을 제공하고 있습니다.",1220.1739130434783,2440.3478260869556,884.2450169617648,711.7681159420287,2480,3508
